Time	SecL	RPM	MAP	TPS	lambda	MAT	CLT	Engine	Gego	Gair	Gwarm	Gbaro	Gammae	TPSacc	Gve	PW	IacDC	IacSteps	DutyCycle1	lambdaTarget	Spark	Dwell	EGT #1	EGT #2	Vbatt	Exhaust Pressure	Fuel Pressure	Misc 1	Misc 2	Misc 3	Misc 4	Worst Knock Value	Worst Knock Adjust	StatusBits	BoostTgt	BoostDC	BoostInt	IacInt	alsigncut	speed	speed(ref)	Gear	rtest0	rtest1	rtest2	rtest3	rtest4	rtest5	rtest6	rtest7	tpsDOT	BoostDCalt
26.332	122	3289	131.3	100	0.862	11.0	80.0	1	100	0.00	100	100	101	0.0	108	7.454	0	0	20.4	0.908	19.0	2.30	0	0	13.65	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-2.631	2.631	23.681	2.631	-336.794	-336.794	-336.794	-336.794	0.00	0
26.382	122	3300	131.3	100	0.857	11.0	80.0	1	100	0.00	100	100	101	0.0	108	7.438	0	0	20.5	0.908	19.0	2.30	0	0	13.88	4.98	4.98	4.99	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	7.920	-18.480	23.760	-5.280	-337.920	-337.920	-337.920	-337.920	0.00	0
26.431	122	3315	131.0	100	0.855	11.0	80.0	1	100	0.00	100	100	101	0.0	108	7.446	0	0	20.6	0.908	19.0	2.30	0	0	13.76	4.98	4.99	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	5.304	-10.608	31.824	-18.564	-339.456	-339.456	-339.456	-339.456	0.00	0
26.475	122	3327	131.8	100	0.855	11.0	80.0	1	100	0.00	100	100	101	0.0	108	7.478	0	0	20.7	0.908	19.0	2.30	0	0	13.76	4.99	4.98	5.00	4.03	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	2.662	2.662	23.954	-13.308	-340.685	-340.685	-340.685	-340.685	0.00	0
26.529	122	3345	131.5	100	0.855	11.0	80.0	1	100	0.00	100	100	101	0.0	108	7.470	0	0	20.8	0.905	19.0	2.30	0	0	13.88	4.99	4.98	4.99	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	10.704	-5.352	37.464	2.676	-342.528	-342.528	-342.528	-342.528	0.00	0
26.575	122	3373	131.8	100	0.855	11.0	80.0	1	100	0.00	100	100	101	0.0	108	7.526	0	0	21.2	0.905	19.0	2.30	0	0	13.65	4.98	4.98	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	5.397	-2.698	10.794	8.095	-345.395	-345.395	-345.395	-345.395	0.00	0
26.614	122	3378	132.5	100	0.857	11.0	80.0	1	100	0.00	100	100	101	0.0	108	7.538	0	0	21.2	0.905	19.0	2.30	0	0	13.76	4.99	4.98	4.99	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-10.810	-2.702	5.405	16.214	-345.907	-345.907	-345.907	-345.907	0.00	0
26.661	123	3389	132.3	100	0.857	11.0	80.0	1	100	0.00	100	100	101	0.0	108	7.518	0	0	21.2	0.908	19.0	2.30	0	0	13.76	4.99	4.98	5.00	4.04	0.00	4.99	0	0.00	0	0	0	0	128	0.00	0	0	1	-10.845	27.112	40.668	-2.711	-347.034	-347.034	-347.034	-347.034	0.00	0
26.710	123	3407	132.0	100	0.857	11.0	80.0	1	100	0.00	100	100	101	0.0	108	7.518	0	0	21.3	0.905	19.0	2.30	0	0	13.76	4.98	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	16.354	-5.451	10.902	10.902	-348.877	-348.877	-348.877	-348.877	0.00	0
26.757	123	3424	133.8	100	0.857	11.0	80.0	1	100	0.00	100	100	101	0.0	108	7.582	0	0	21.6	0.905	19.0	2.30	0	0	13.88	4.98	4.98	5.00	4.04	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	-13.696	0.000	35.610	38.349	-350.618	-350.618	-350.618	-350.618	0.00	0
26.800	123	3440	133.0	100	0.860	11.0	80.0	1	100	0.00	100	100	101	0.0	108	7.570	0	0	21.7	0.905	19.0	2.30	0	0	13.76	4.99	4.99	4.99	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	5.504	-11.008	22.016	8.256	-352.256	-352.256	-352.256	-352.256	0.00	0
26.849	123	3457	133.0	100	0.862	11.0	80.0	1	100	0.00	100	100	101	0.0	108	7.570	0	0	21.8	0.905	19.0	2.30	0	0	13.76	4.99	4.98	5.00	4.02	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	19.359	-66.374	44.250	2.766	-353.997	-353.997	-353.997	-353.997	0.00	0
26.895	123	3472	134.5	100	0.862	11.0	80.0	1	100	0.00	100	100	101	0.0	108	7.654	0	0	22.1	0.905	19.0	2.30	0	0	13.65	4.99	4.99	4.99	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-11.110	2.778	44.442	11.110	-355.533	-355.533	-355.533	-355.533	0.00	0
26.950	123	3484	133.0	100	0.862	11.0	80.0	1	100	0.00	100	100	101	0.0	108	7.570	0	0	22.0	0.905	19.0	2.30	0	0	13.76	4.99	4.99	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	33.446	-50.170	72.467	-16.723	-356.762	-356.762	-356.762	-356.762	0.00	0
26.990	123	3498	133.3	100	0.864	11.0	80.0	1	100	0.00	100	100	101	0.0	108	7.570	0	0	22.1	0.905	19.0	2.30	0	0	13.76	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-5.597	0.000	13.992	16.790	-358.195	-358.195	-358.195	-358.195	0.00	0
27.039	123	3517	132.5	100	0.864	11.0	80.0	1	100	0.00	100	100	101	0.0	109	7.614	0	0	22.3	0.905	19.0	2.30	0	0	13.76	4.98	4.99	5.00	4.07	0.00	4.99	0	0.00	0	0	0	0	128	0.00	0	0	1	33.763	-56.272	14.068	33.763	-360.141	-360.141	-360.141	-360.141	0.00	0
27.085	123	3536	133.0	100	0.866	11.0	80.0	1	100	0.00	100	100	101	0.0	109	7.634	0	0	22.5	0.905	19.0	2.30	0	0	13.76	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-16.973	-36.774	19.802	28.288	-362.086	-362.086	-362.086	-362.086	0.00	0
27.132	123	3555	133.8	100	0.868	11.0	80.0	1	100	0.00	100	100	101	0.0	109	7.666	0	0	22.7	0.905	19.5	2.30	0	0	13.76	4.99	4.99	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-2.844	5.688	22.752	-5.688	-364.032	-364.032	-364.032	-364.032	0.00	0
27.179	123	3561	133.0	100	0.870	11.0	80.0	1	100	0.00	100	100	101	0.0	109	7.634	0	0	22.7	0.905	19.5	2.30	0	0	13.76	4.98	4.99	4.99	4.04	0.01	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	59.825	-99.708	39.883	-19.942	-364.646	-364.646	-364.646	-364.646	0.00	0
27.232	123	3577	133.5	100	0.870	11.0	80.0	1	100	0.00	100	100	101	0.0	110	7.730	0	0	23.0	0.905	19.5	2.30	0	0	13.76	4.99	4.98	4.99	4.03	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	11.446	-17.170	34.339	22.893	-366.285	-366.285	-366.285	-366.285	0.00	0
27.274	123	3599	133.5	100	0.870	11.0	80.0	1	100	0.00	100	100	101	0.0	110	7.730	0	0	23.2	0.905	19.5	2.30	0	0	13.76	4.99	4.99	5.00	4.02	0.00	4.98	1020	0.00	0	0	0	0	128	0.00	0	0	1	14.396	-46.067	-14.396	17.275	-368.538	-368.538	-368.538	-368.538	0.00	0
27.328	123	3615	133.0	100	0.870	11.0	80.0	1	100	0.00	100	100	101	0.0	110	7.698	0	0	23.2	0.905	19.5	2.30	0	0	13.76	4.99	4.98	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	8.676	-20.244	54.948	-37.596	-370.176	-370.176	-370.176	-370.176	0.00	0
27.376	123	3634	134.3	100	0.870	11.0	80.0	1	100	0.00	100	100	101	0.0	110	7.750	0	0	23.5	0.905	19.0	2.30	0	0	13.76	4.99	4.98	5.00	4.02	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	26.165	-43.608	43.608	-23.258	-372.122	-372.122	-372.122	-372.122	0.00	0
27.416	123	3646	133.3	100	0.877	11.0	80.0	1	100	0.00	100	100	101	0.0	111	7.778	0	0	23.6	0.905	19.5	2.30	0	0	13.65	4.98	4.99	4.99	4.07	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	37.918	-40.835	58.336	-37.918	-373.350	-373.350	-373.350	-373.350	0.00	0
27.462	123	3662	134.8	100	0.879	11.0	80.0	1	100	0.00	100	100	101	0.0	111	7.842	0	0	23.9	0.905	19.5	2.30	0	0	13.76	4.99	4.99	5.00	4.06	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	38.085	-64.451	67.381	-23.437	-374.989	-374.989	-374.989	-374.989	0.00	0
27.508	123	3689	135.3	100	0.881	11.0	80.0	1	100	0.00	100	100	101	0.0	111	7.790	0	0	23.9	0.905	19.5	2.30	0	0	13.76	4.99	4.99	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	56.073	-70.829	59.024	-23.610	-377.754	-377.754	-377.754	-377.754	0.00	0
27.555	123	3697	134.3	100	0.883	11.0	80.0	1	100	0.00	100	100	101	0.0	111	7.814	0	0	24.1	0.905	19.5	2.30	0	0	13.88	4.99	4.98	5.00	4.02	0.01	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	23.661	-65.067	53.237	5.915	-378.573	-378.573	-378.573	-378.573	0.00	0
27.603	123	3710	136.0	100	0.883	11.0	80.0	1	100	0.00	100	100	101	0.0	111	7.950	0	0	24.6	0.901	19.0	2.30	0	0	13.88	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	62.328	-71.232	80.136	-59.360	-379.904	-379.904	-379.904	-379.904	0.00	0
27.653	124	3724	135.3	100	0.881	11.0	80.0	65	100	0.00	100	100	101	0.0	112	7.954	0	0	24.7	0.905	19.5	2.37	0	0	13.53	4.99	4.99	4.99	4.03	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	68.522	-92.355	89.376	-65.542	-381.338	-381.338	-381.338	-381.338	0.00	0
27.697	124	3744	136.0	100	0.881	11.0	80.0	65	100	0.00	100	100	101	0.0	112	8.018	0	0	25.0	0.901	19.5	2.30	0	0	13.65	4.99	4.98	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	38.938	-44.928	41.933	-29.952	-383.386	-383.386	-383.386	-383.386	0.00	0
27.744	124	3762	135.8	100	0.883	11.0	80.0	1	100	0.00	100	100	101	0.0	112	7.970	0	0	25.0	0.905	19.5	2.30	0	0	13.76	4.99	4.98	5.00	4.04	0.01	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	18.058	-57.182	72.230	-27.086	-385.229	-385.229	-385.229	-385.229	0.00	0
27.790	124	3782	137.0	100	0.885	11.0	80.0	65	100	0.00	100	100	101	0.0	112	8.058	0	0	25.4	0.901	19.5	2.30	0	0	13.88	4.99	4.98	5.00	4.04	0.00	4.98	1020	0.00	0	0	0	0	128	0.00	0	0	1	51.435	-105.896	15.128	33.282	-387.277	-387.277	-387.277	-387.277	0.00	0
27.842	124	3800	135.5	100	0.889	11.0	80.0	65	100	0.00	100	100	101	0.0	113	8.038	0	0	25.5	0.901	19.5	2.30	0	0	13.53	4.99	4.98	4.98	4.02	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	24.320	-21.280	-6.080	36.480	-389.120	-389.120	-389.120	-389.120	0.00	0
27.880	124	3813	137.5	100	0.891	11.0	80.0	65	100	0.00	100	100	101	0.0	113	8.174	0	0	26.0	0.898	19.5	2.37	0	0	13.53	4.99	4.99	5.00	4.04	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	15.252	-67.109	48.806	-9.151	-390.451	-390.451	-390.451	-390.451	0.00	0
27.929	124	3829	137.0	100	0.891	11.0	80.0	65	100	0.00	100	100	101	0.0	113	8.138	0	0	26.0	0.901	19.5	2.30	0	0	13.76	4.98	4.98	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	36.758	-6.126	9.190	6.126	-392.090	-392.090	-392.090	-392.090	0.00	0
27.981	124	3848	138.5	100	0.891	11.0	80.0	65	100	0.00	100	100	101	0.0	113	8.254	0	0	26.5	0.898	19.5	2.30	0	0	13.76	4.99	4.99	5.00	4.04	0.03	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	-12.314	-18.470	46.176	-21.549	-394.035	-394.035	-394.035	-394.035	0.00	0
28.023	124	3874	136.5	100	0.889	11.0	80.0	65	100	0.00	100	100	101	0.0	114	8.178	0	0	26.4	0.901	19.5	2.30	0	0	13.76	4.98	4.98	5.00	4.07	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	15.496	-61.984	55.786	21.694	-396.698	-396.698	-396.698	-396.698	0.00	0
28.071	124	3880	138.5	100	0.883	11.0	80.0	65	100	0.00	100	100	101	0.0	113	8.262	0	0	26.7	0.898	19.5	2.30	0	0	13.65	4.99	4.98	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-24.832	-12.416	43.456	27.936	-397.312	-397.312	-397.312	-397.312	0.00	0
28.121	124	3905	138.3	100	0.885	11.0	80.0	65	100	0.00	100	100	101	0.0	114	8.282	0	0	27.0	0.898	19.5	2.30	0	0	13.65	4.99	4.98	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	15.620	-74.976	59.356	12.496	-399.872	-399.872	-399.872	-399.872	0.00	0
28.165	124	3918	138.5	100	0.885	11.0	80.0	65	100	0.00	100	100	101	0.0	114	8.306	0	0	27.1	0.898	19.5	2.30	0	0	13.76	4.99	4.99	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	28.210	-87.763	53.285	18.806	-401.203	-401.203	-401.203	-401.203	0.00	0
28.213	124	3936	137.0	100	0.885	11.0	80.0	65	100	0.00	100	100	101	0.0	114	8.202	0	0	26.9	0.901	19.5	2.30	0	0	13.76	4.98	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	34.637	-78.720	59.827	15.744	-403.046	-403.046	-403.046	-403.046	0.00	0
28.264	124	3950	140.0	100	0.887	11.0	80.0	65	100	0.00	100	100	101	0.0	114	8.402	0	0	27.7	0.898	19.5	2.30	0	0	13.88	4.99	4.98	4.99	4.02	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	-3.160	-22.120	31.600	12.640	-404.480	-404.480	-404.480	-404.480	0.00	0
28.305	124	3968	139.0	100	0.887	11.0	80.0	65	100	0.00	100	100	101	0.0	115	8.402	0	0	27.8	0.895	19.5	2.30	0	0	13.76	4.99	4.99	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	25.395	-60.314	73.011	-47.616	-406.323	-406.323	-406.323	-406.323	0.00	0
28.353	124	4000	138.0	100	0.889	11.0	80.0	65	100	0.00	100	100	101	0.0	115	8.362	0	0	27.9	0.898	19.5	2.37	0	0	13.53	4.99	4.99	4.99	4.05	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	51.200	-64.000	83.200	-64.000	-409.600	-409.600	-409.600	-409.600	0.00	0
28.399	124	4004	140.8	100	0.891	11.0	80.0	65	100	0.00	100	100	101	0.0	115	8.506	0	0	28.4	0.895	19.5	2.30	0	0	13.76	4.99	4.98	4.98	4.02	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	16.016	-83.283	76.877	12.813	-410.010	-410.010	-410.010	-410.010	0.00	0
28.454	124	4025	141.5	100	0.898	11.0	80.0	65	100	0.00	100	100	101	0.0	115	8.558	0	0	28.7	0.895	19.5	2.30	0	0	13.76	4.99	4.98	5.00	4.03	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	48.300	6.440	35.420	-22.540	-412.160	-412.160	-412.160	-412.160	0.00	0
28.494	124	4045	141.8	100	0.904	11.0	80.0	65	100	0.00	100	100	101	0.0	115	8.574	0	0	28.9	0.895	19.5	2.30	0	0	13.53	4.99	4.98	5.00	4.03	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	25.888	-35.596	38.832	-16.180	-414.208	-414.208	-414.208	-414.208	0.00	0
28.540	124	4066	141.8	100	0.902	11.0	80.0	65	100	0.00	100	100	101	0.0	116	8.622	0	0	29.2	0.895	19.5	2.30	0	0	13.76	4.99	4.99	5.00	4.03	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-16.264	16.264	39.034	-61.803	-416.358	-416.358	-416.358	-416.358	0.00	0
28.587	124	4078	141.8	100	0.898	11.0	80.0	65	100	0.00	100	100	101	0.0	116	8.622	0	0	29.3	0.895	19.5	2.30	0	0	13.76	4.98	4.98	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	0.000	0.000	22.837	-9.787	-417.587	-417.587	-417.587	-417.587	0.00	0
28.633	125	4100	142.0	100	0.891	11.0	81.0	65	100	0.00	100	100	101	0.0	116	8.654	0	0	29.6	0.895	19.5	2.37	0	0	13.76	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	6.560	26.240	19.680	-13.120	-419.840	-419.840	-419.840	-419.840	0.00	0
28.681	125	4125	142.3	100	0.889	11.0	81.0	65	100	0.00	100	100	101	0.0	116	8.670	0	0	29.8	0.895	19.5	2.37	0	0	13.53	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	16.500	-19.800	39.600	-33.000	-422.400	-422.400	-422.400	-422.400	0.00	0
28.730	125	4141	142.5	100	0.885	11.0	81.0	65	100	0.00	100	100	101	0.0	116	8.674	0	0	29.9	0.895	19.5	2.30	0	0	13.76	4.99	4.98	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	36.441	-29.815	33.128	-19.877	-424.038	-424.038	-424.038	-424.038	0.00	0
28.773	125	4160	142.3	100	0.885	11.0	80.0	65	100	0.00	100	100	101	0.0	116	8.654	0	0	30.0	0.895	19.5	2.30	0	0	13.76	4.99	4.99	5.00	4.03	0.00	4.99	0	0.00	0	0	0	0	128	0.00	0	0	1	19.968	-76.544	56.576	9.984	-425.984	-425.984	-425.984	-425.984	0.00	0
28.821	125	4171	143.3	100	0.887	11.0	80.0	65	100	0.00	100	100	101	0.0	116	8.714	0	0	30.3	0.895	19.5	2.30	0	0	13.65	4.99	4.99	5.00	4.02	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	6.674	3.337	56.726	-10.010	-427.110	-427.110	-427.110	-427.110	0.00	0
28.868	125	4192	142.5	100	0.889	11.0	80.0	65	100	0.00	100	100	101	0.0	116	8.674	0	0	30.3	0.895	19.5	2.30	0	0	13.76	4.98	4.98	5.00	4.04	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	30.182	-20.122	16.768	-43.597	-429.261	-429.261	-429.261	-429.261	0.00	0
28.915	125	4203	144.0	100	0.887	11.0	80.0	65	100	0.00	100	100	101	0.0	117	8.862	0	0	31.0	0.892	19.5	2.30	0	0	13.76	4.98	4.98	5.00	4.05	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	43.711	-13.450	16.812	-23.537	-430.387	-430.387	-430.387	-430.387	0.00	0
28.961	125	4229	145.0	100	0.889	11.0	80.0	65	100	0.00	100	100	101	0.0	117	8.934	0	0	31.5	0.892	19.5	2.30	0	0	13.65	4.99	4.98	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-33.832	37.215	13.533	27.066	-433.050	-433.050	-433.050	-433.050	0.00	0
29.015	125	4260	143.3	100	0.891	11.0	80.0	65	100	0.00	100	100	101	0.0	117	8.778	0	0	31.2	0.895	19.5	2.30	0	0	13.76	4.98	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-3.408	6.816	30.672	13.632	-436.224	-436.224	-436.224	-436.224	0.00	0
29.056	125	4274	144.5	100	0.889	11.0	80.0	65	100	0.00	100	100	101	0.0	117	8.878	0	0	31.6	0.892	19.5	2.37	0	0	13.53	4.99	4.99	4.99	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	17.096	-10.258	3.419	-23.934	-437.658	-437.658	-437.658	-437.658	0.00	0
29.105	125	4275	145.0	100	0.883	11.0	80.0	65	100	0.00	100	100	101	0.0	117	8.926	0	0	31.8	0.892	19.5	2.30	0	0	13.76	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-3.420	-6.840	30.780	3.420	-437.760	-437.760	-437.760	-437.760	0.00	0
29.150	125	4301	146.0	100	0.874	11.0	80.0	65	100	0.00	100	100	101	0.0	117	9.018	0	0	32.3	0.892	19.5	2.37	0	0	13.76	4.99	4.98	4.99	4.03	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	37.849	-13.763	20.645	-17.204	-440.422	-440.422	-440.422	-440.422	0.00	0
29.200	125	4326	147.3	100	0.866	11.0	80.0	65	100	0.00	100	100	101	0.0	118	9.154	0	0	33.0	0.889	19.5	2.30	0	0	13.65	4.99	4.99	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	13.843	-17.304	41.530	-34.608	-442.982	-442.982	-442.982	-442.982	0.00	0
29.246	125	4349	144.3	100	0.864	11.0	80.0	65	100	0.00	100	100	101	0.0	118	8.942	0	0	32.4	0.892	19.5	2.30	0	0	13.65	4.99	4.98	5.00	4.06	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	62.626	10.438	24.354	-66.105	-445.338	-445.338	-445.338	-445.338	0.00	0
29.289	125	4361	147.0	100	0.866	11.0	80.0	65	100	0.00	100	100	101	0.0	118	9.162	0	0	33.3	0.889	19.5	2.37	0	0	13.53	4.99	4.98	5.00	4.07	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	24.422	6.978	31.399	-20.933	-446.566	-446.566	-446.566	-446.566	0.00	0
29.335	125	4373	147.5	100	0.883	11.0	80.0	65	100	0.00	100	100	101	0.0	118	9.194	0	0	33.5	0.889	19.5	2.37	0	0	13.53	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	24.489	-20.990	41.981	-13.994	-447.795	-447.795	-447.795	-447.795	0.00	0
29.381	125	4395	148.3	100	0.887	11.0	80.0	65	100	0.00	100	100	101	0.0	118	9.218	0	0	33.8	0.892	19.5	2.30	0	0	13.65	4.99	4.98	5.00	4.03	0.03	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	10.548	-17.580	42.192	-35.160	-450.048	-450.048	-450.048	-450.048	0.00	0
29.437	125	4420	146.8	100	0.881	11.0	80.0	65	100	0.00	100	100	101	0.0	119	9.194	0	0	33.9	0.889	19.5	2.30	0	0	13.65	4.99	4.98	5.00	4.03	0.00	4.99	0	0.00	0	0	0	0	128	0.00	0	0	1	63.648	-106.080	7.072	-24.752	-452.608	-452.608	-452.608	-452.608	0.00	0
29.478	125	4440	148.3	100	0.879	11.0	80.0	65	100	0.00	100	100	101	0.0	119	9.302	0	0	34.4	0.886	19.5	2.30	0	0	13.76	4.98	4.98	4.99	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	28.416	-3.552	21.312	-10.656	-454.656	-454.656	-454.656	-454.656	0.00	0
29.522	125	4459	149.3	100	0.877	11.0	81.0	65	100	0.00	100	100	101	0.0	119	9.370	0	0	34.8	0.886	19.5	2.37	0	0	13.53	4.99	4.98	4.99	4.07	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-7.134	28.538	3.567	-14.269	-456.602	-456.602	-456.602	-456.602	0.00	0
29.569	125	4474	147.8	100	0.877	11.0	81.0	65	100	0.00	100	100	101	0.0	119	9.258	0	0	34.5	0.889	19.5	2.37	0	0	13.53	4.98	4.99	4.99	4.07	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-21.475	7.158	10.738	7.158	-458.138	-458.138	-458.138	-458.138	0.00	0
29.616	125	4496	147.5	100	0.872	11.0	81.0	65	100	0.00	100	100	101	0.0	119	9.258	0	0	34.7	0.889	20.0	2.37	0	0	13.53	4.99	4.99	5.00	4.03	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	-3.597	-7.194	10.790	3.597	-460.390	-460.390	-460.390	-460.390	0.00	0
29.664	126	4508	149.5	100	0.868	11.0	80.0	65	100	0.00	100	100	101	0.0	119	9.394	0	0	35.3	0.886	19.5	2.30	0	0	13.65	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	43.277	-46.883	10.819	-10.819	-461.619	-461.619	-461.619	-461.619	0.00	0
29.709	126	4529	147.5	100	0.862	11.0	80.0	65	100	0.00	100	100	101	0.0	120	9.314	0	0	35.2	0.886	20.0	2.30	0	0	13.76	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	10.870	-7.246	28.986	-28.986	-463.770	-463.770	-463.770	-463.770	0.00	0
29.754	126	4547	149.3	100	0.857	12.0	80.0	65	100	0.00	100	100	101	0.0	120	9.426	0	0	35.7	0.886	19.5	2.37	0	0	13.53	4.98	4.98	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-29.101	0.000	10.913	7.275	-465.613	-465.613	-465.613	-465.613	0.00	0
29.804	126	4569	149.0	100	0.855	12.0	80.0	65	100	0.00	100	100	101	0.0	120	9.426	0	0	35.9	0.886	19.5	2.37	0	0	13.53	4.99	4.98	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	40.207	-14.621	7.310	-7.310	-467.866	-467.866	-467.866	-467.866	0.00	0
29.848	126	4594	150.8	100	0.857	12.0	80.0	65	100	0.00	100	100	101	0.0	120	9.510	0	0	36.4	0.886	19.5	2.37	0	0	13.53	4.98	4.98	4.99	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	44.102	-25.726	7.350	7.350	-470.426	-470.426	-470.426	-470.426	0.00	0
29.895	126	4619	150.3	100	0.862	12.0	80.0	65	100	0.00	100	100	101	0.0	121	9.554	0	0	36.8	0.886	19.5	2.30	0	0	13.65	4.98	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	66.514	-59.123	33.257	-7.390	-472.986	-472.986	-472.986	-472.986	0.00	0
29.943	126	4632	150.3	100	0.862	12.0	80.0	65	100	0.00	100	100	101	0.0	121	9.562	0	0	36.9	0.886	19.5	2.37	0	0	13.53	4.99	4.98	5.00	4.01	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	40.762	-40.762	25.939	11.117	-474.317	-474.317	-474.317	-474.317	0.00	0
29.987	126	4646	151.5	100	0.855	12.0	80.0	65	100	0.00	100	100	101	0.0	121	9.654	0	0	37.4	0.886	19.5	2.37	0	0	13.53	4.99	4.99	4.99	4.06	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	52.035	-26.018	37.168	-37.168	-475.750	-475.750	-475.750	-475.750	0.00	0
