Time	SecL	RPM	MAP	TPS	lambda	MAT	CLT	Engine	Gego	Gair	Gwarm	Gbaro	Gammae	TPSacc	Gve	PW	IacDC	IacSteps	DutyCycle1	lambdaTarget	Spark	Dwell	EGT #1	EGT #2	Vbatt	Exhaust Pressure	Fuel Pressure	Misc 1	Misc 2	Misc 3	Misc 4	Worst Knock Value	Worst Knock Adjust	StatusBits	BoostTgt	BoostDC	BoostInt	IacInt	alsigncut	speed	speed(ref)	Gear	rtest0	rtest1	rtest2	rtest3	rtest4	rtest5	rtest6	rtest7	tpsDOT	BoostDCalt
8.856	105	1601	64.8	100	1.009	11.0	80.0	65	100	0.00	100	100	101	0.0	85	3.094	0	0	4.1	1.000	18.0	2.30	0	0	14.00	4.99	4.99	4.99	4.07	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-3.842	-15.370	24.335	-2.562	-163.942	-163.942	-163.942	-163.942	0.00	0
8.895	105	1604	64.8	100	1.006	11.0	80.0	65	100	0.00	100	100	101	0.0	85	3.102	0	0	4.1	1.000	18.0	2.30	0	0	13.88	4.99	4.99	5.00	4.04	0.00	4.99	0	0.00	0	0	0	0	128	0.00	0	0	1	-3.850	-3.850	17.965	-2.566	-164.250	-164.250	-164.250	-164.250	0.00	0
8.943	105	1604	64.8	100	0.996	11.0	80.0	65	100	0.00	100	100	101	0.0	85	3.087	0	0	4.1	1.000	18.0	2.30	0	0	14.12	4.99	4.99	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-3.850	-3.850	47.478	-6.416	-164.250	-164.250	-164.250	-164.250	0.00	0
8.991	105	1608	64.8	100	0.994	11.0	80.0	65	100	0.00	100	100	101	0.0	85	3.094	0	0	4.1	1.000	18.0	2.30	0	0	14.00	4.99	4.98	5.00	4.03	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	1.286	5.146	47.597	-6.432	-164.659	-164.659	-164.659	-164.659	0.00	0
9.036	105	1616	64.5	100	0.989	11.0	80.0	65	100	0.00	100	100	101	0.0	85	3.094	0	0	4.2	1.000	18.0	2.30	0	0	14.00	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	1.293	3.878	15.514	-6.464	-165.478	-165.478	-165.478	-165.478	0.00	0
9.084	105	1616	64.8	100	0.985	11.0	80.0	65	100	0.00	100	100	101	0.0	85	3.102	0	0	4.2	1.000	18.0	2.30	0	0	13.88	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-25.856	3.878	15.514	3.878	-165.478	-165.478	-165.478	-165.478	4.00	0
9.131	105	1618	64.8	100	0.983	11.0	80.0	65	100	0.00	100	100	101	0.0	85	3.094	0	0	4.2	1.000	18.0	2.30	0	0	14.00	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-11.650	3.883	15.533	3.883	-165.683	-165.683	-165.683	-165.683	4.00	0
9.179	105	1621	64.5	100	0.981	11.0	80.0	65	100	0.00	100	100	101	0.0	85	3.102	0	0	4.2	1.000	18.5	2.30	0	0	13.88	4.99	4.99	5.00	4.06	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-11.671	3.890	16.858	5.187	-165.990	-165.990	-165.990	-165.990	0.00	0
9.227	105	1624	64.5	100	0.981	11.0	80.0	65	100	0.00	100	100	101	0.0	85	3.102	0	0	4.2	1.000	18.5	2.30	0	0	13.88	4.98	4.99	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-5.197	3.898	16.890	14.291	-166.298	-166.298	-166.298	-166.298	0.00	0
9.273	105	1632	64.8	100	0.979	11.0	80.0	65	100	0.00	100	100	101	0.0	85	3.102	0	0	4.2	1.000	18.5	2.30	0	0	13.88	4.99	4.99	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-22.195	6.528	33.946	14.362	-167.117	-167.117	-167.117	-167.117	0.00	0
9.320	105	1635	64.5	100	0.979	11.0	80.0	65	100	0.00	100	100	101	0.0	85	3.094	0	0	4.2	1.000	18.5	2.30	0	0	14.00	4.99	4.99	5.00	4.04	0.03	4.98	0	0.00	0	0	0	0	128	0.00	0	0	1	-22.236	6.540	11.772	10.464	-167.424	-167.424	-167.424	-167.424	0.00	0
9.366	105	1637	64.0	100	0.979	11.0	80.0	65	100	0.00	100	100	101	0.0	85	3.075	0	0	4.2	1.000	18.5	2.30	0	0	14.12	4.99	4.99	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-10.477	6.548	11.786	1.310	-167.629	-167.629	-167.629	-167.629	0.00	0
9.411	105	1641	63.5	100	0.977	11.0	80.0	65	100	0.00	100	100	101	0.0	85	3.070	0	0	4.2	1.000	18.5	2.30	0	0	13.88	4.99	4.99	5.00	4.03	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-10.502	11.815	23.630	1.313	-168.038	-168.038	-168.038	-168.038	0.00	0
9.462	105	1645	63.3	100	0.974	11.0	80.0	65	100	0.00	100	100	101	0.0	85	3.038	0	0	4.2	1.000	18.5	2.30	0	0	14.00	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-10.528	11.844	14.476	17.108	-168.448	-168.448	-168.448	-168.448	0.00	0
9.504	105	1647	63.3	100	0.974	11.0	80.0	65	100	0.00	100	100	101	0.0	85	3.046	0	0	4.2	1.000	18.5	2.30	0	0	13.88	4.98	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-3.953	-6.588	14.494	0.000	-168.653	-168.653	-168.653	-168.653	0.00	0
9.552	105	1650	62.0	100	0.972	11.0	80.0	65	100	0.00	100	100	101	0.0	85	3.003	0	0	4.1	1.000	18.5	2.30	0	0	14.12	4.99	4.98	5.00	4.03	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	-3.960	-1.320	18.480	0.000	-168.960	-168.960	-168.960	-168.960	0.00	0
9.595	105	1650	61.5	100	0.970	11.0	80.0	65	100	0.00	100	100	101	0.0	85	2.986	0	0	4.1	1.000	19.0	2.30	0	0	14.00	4.98	4.99	4.99	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-14.520	-1.320	30.360	-1.320	-168.960	-168.960	-168.960	-168.960	0.00	0
9.645	106	1653	60.5	100	0.970	11.0	80.0	65	100	0.00	100	100	101	0.0	85	2.946	0	0	4.1	1.000	19.0	2.30	0	0	14.00	4.98	4.98	4.99	4.04	0.00	4.98	1020	0.00	0	0	0	0	128	0.00	0	0	1	-13.224	-6.612	30.415	-1.322	-169.267	-169.267	-169.267	-169.267	0.00	0
9.688	106	1654	60.3	100	0.968	11.0	80.0	65	100	0.00	100	100	101	0.0	85	2.927	0	0	4.0	1.000	19.0	2.30	0	0	14.12	4.99	4.98	5.00	4.02	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-13.232	7.939	18.525	-1.323	-169.370	-169.370	-169.370	-169.370	0.00	0
9.737	106	1654	59.3	100	0.968	11.0	80.0	65	100	0.00	100	100	101	0.0	84	2.862	0	0	3.9	1.000	19.0	2.30	0	0	14.00	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-22.494	7.939	18.525	10.586	-169.370	-169.370	-169.370	-169.370	0.00	0
9.780	106	1658	58.3	100	0.968	11.0	80.0	65	100	0.00	100	100	101	0.0	84	2.823	0	0	3.9	1.000	19.0	2.30	0	0	14.12	4.99	4.98	5.00	4.01	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-7.958	-13.264	37.139	10.611	-169.779	-169.779	-169.779	-169.779	0.00	0
9.829	106	1659	57.3	100	0.964	11.0	80.0	65	100	0.00	100	100	101	0.0	84	2.786	0	0	3.9	1.000	19.0	2.30	0	0	14.00	4.98	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-7.963	-13.272	18.581	-7.963	-169.882	-169.882	-169.882	-169.882	0.00	0
9.877	106	1658	55.5	100	0.960	11.0	80.0	65	100	0.00	100	100	101	0.0	83	2.707	0	0	3.7	1.000	19.5	2.30	0	0	14.12	4.99	4.98	5.00	4.03	0.00	4.98	0	0.00	0	0	0	0	128	0.00	0	0	1	-11.938	-13.264	18.570	-7.958	-169.779	-169.779	-169.779	-169.779	0.00	0
9.929	106	1659	55.0	100	0.955	11.0	80.0	65	100	0.00	100	100	101	0.0	83	2.694	0	0	3.7	1.000	19.5	2.30	0	0	14.00	4.99	4.98	4.99	4.07	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-6.636	-13.272	26.544	-7.963	-169.882	-169.882	-169.882	-169.882	0.00	0
9.972	106	1661	53.8	100	0.955	11.0	80.0	65	100	0.00	100	100	101	0.0	83	2.642	0	0	3.7	1.000	19.5	2.30	0	0	14.00	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-6.644	-13.288	34.549	6.644	-170.086	-170.086	-170.086	-170.086	0.00	0
10.013	106	1665	52.3	100	0.957	11.0	80.0	65	100	0.00	100	100	101	0.0	83	2.583	0	0	3.6	1.000	19.5	2.30	0	0	14.12	4.99	4.99	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	2.664	-13.320	34.632	-18.648	-170.496	-170.496	-170.496	-170.496	0.00	0
10.061	106	1665	51.8	100	0.955	11.0	80.0	65	100	0.00	100	100	101	0.0	82	2.554	0	0	3.5	1.000	20.0	2.30	0	0	13.88	4.99	4.99	5.00	4.03	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	2.664	-19.980	15.984	-18.648	-170.496	-170.496	-170.496	-170.496	0.00	0
10.110	106	1664	50.5	100	0.955	11.0	80.0	65	100	0.00	100	100	101	0.0	82	2.514	0	0	3.5	1.000	20.0	2.30	0	0	14.00	4.98	4.99	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	2.662	-19.968	21.299	-1.331	-170.394	-170.394	-170.394	-170.394	0.00	0
10.157	106	1665	50.8	100	0.955	11.0	80.0	65	100	0.00	100	100	101	0.0	82	2.522	0	0	3.5	1.000	20.0	2.30	0	0	13.88	4.99	4.98	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-11.988	9.324	21.312	-1.332	-170.496	-170.496	-170.496	-170.496	0.00	0
10.207	106	1668	49.5	100	0.957	11.0	80.0	65	100	0.00	100	100	101	0.0	82	2.467	0	0	3.4	1.000	20.0	2.30	0	0	14.12	4.99	4.98	4.99	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-12.010	-5.338	22.685	-1.334	-170.803	-170.803	-170.803	-170.803	0.00	0
10.250	106	1667	49.0	100	0.962	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.442	0	0	3.4	1.000	20.0	2.30	0	0	14.00	4.99	4.98	5.00	4.03	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-16.003	-5.334	25.338	-2.667	-170.701	-170.701	-170.701	-170.701	0.00	0
10.295	106	1667	48.8	100	0.962	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.446	0	0	3.4	1.000	20.0	2.30	0	0	13.65	4.99	4.98	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-2.667	-10.669	25.338	-2.667	-170.701	-170.701	-170.701	-170.701	0.00	0
10.342	106	1670	48.0	100	0.962	11.0	80.0	65	100	0.00	100	100	101	0.0	82	2.422	0	0	3.4	1.000	20.0	2.30	0	0	14.00	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-2.672	-8.016	25.384	-2.672	-171.008	-171.008	-171.008	-171.008	0.00	0
10.388	106	1670	48.0	100	0.962	11.0	80.0	65	100	0.00	100	100	101	0.0	82	2.438	0	0	3.4	1.000	20.0	2.30	0	0	13.76	4.99	4.98	5.00	4.03	0.03	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-12.024	-8.016	13.360	-6.680	-171.008	-171.008	-171.008	-171.008	0.00	0
10.435	106	1671	47.5	100	0.964	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.398	0	0	3.3	1.000	20.0	2.30	0	0	13.88	4.99	4.99	5.00	4.03	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	1.337	-8.021	13.368	-6.684	-171.110	-171.110	-171.110	-171.110	0.00	0
10.483	106	1674	47.5	100	0.970	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.406	0	0	3.4	1.000	20.0	2.30	0	0	13.76	4.98	4.99	5.00	4.03	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	1.339	5.357	25.445	0.000	-171.418	-171.418	-171.418	-171.418	0.00	0
10.527	106	1672	47.5	100	0.974	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.398	0	0	3.3	1.000	20.0	2.30	0	0	13.88	4.98	4.98	5.00	4.03	0.03	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-10.701	5.350	25.414	-33.440	-171.213	-171.213	-171.213	-171.213	0.00	0
10.575	106	1670	47.5	100	0.985	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.383	0	0	3.3	1.000	20.0	2.30	0	0	14.12	4.98	4.99	5.00	4.03	0.00	4.98	1020	0.00	0	0	0	0	128	0.00	0	0	1	-6.680	-8.016	25.384	-33.400	-171.008	-171.008	-171.008	-171.008	0.00	0
10.619	107	1673	47.0	100	0.989	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.382	0	0	3.3	1.000	20.0	2.30	0	0	13.76	4.99	4.99	5.00	4.03	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-6.692	4.015	37.475	12.046	-171.315	-171.315	-171.315	-171.315	0.00	0
10.665	107	1674	47.0	100	0.994	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.374	0	0	3.3	1.000	20.0	2.30	0	0	13.88	4.99	4.99	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-17.410	4.018	37.498	-38.837	-171.418	-171.418	-171.418	-171.418	0.00	0
10.712	107	1672	47.0	100	0.996	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.382	0	0	3.3	1.000	20.0	2.30	0	0	13.76	4.99	4.99	4.99	4.04	0.03	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-14.714	-22.739	18.726	-38.790	-171.213	-171.213	-171.213	-171.213	0.00	0
10.759	107	1672	47.0	100	0.996	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.382	0	0	3.3	1.000	20.0	2.30	0	0	13.76	4.99	4.99	5.00	4.03	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-14.714	-22.739	50.829	21.402	-171.213	-171.213	-171.213	-171.213	0.00	0
10.805	107	1677	46.8	100	0.994	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.366	0	0	3.3	1.000	20.0	2.30	0	0	13.88	4.98	4.98	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-16.099	13.416	50.981	-13.416	-171.725	-171.725	-171.725	-171.725	0.00	0
10.853	107	1677	46.5	100	0.994	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.374	0	0	3.3	1.000	20.0	2.30	0	0	13.76	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-21.466	-21.466	8.050	-13.416	-171.725	-171.725	-171.725	-171.725	0.00	0
10.900	107	1672	46.5	100	0.996	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.358	0	0	3.3	1.000	20.0	2.30	0	0	14.00	4.99	4.99	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-21.402	-21.402	12.038	-6.688	-171.213	-171.213	-171.213	-171.213	0.00	0
10.949	107	1672	47.0	100	1.006	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.382	0	0	3.3	1.000	20.0	2.30	0	0	13.76	4.99	4.98	5.00	4.03	0.03	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	24.077	-1.338	12.038	-1.338	-171.213	-171.213	-171.213	-171.213	0.00	0
10.995	107	1679	46.8	100	1.009	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.374	0	0	3.3	1.000	20.0	2.30	0	0	13.76	4.99	4.98	5.00	4.03	0.00	4.98	1020	0.00	0	0	0	0	128	0.00	0	0	1	24.178	0.000	38.953	-1.343	-171.930	-171.930	-171.930	-171.930	0.00	0
11.041	107	1675	46.5	100	1.015	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.358	0	0	3.3	1.000	20.0	2.30	0	0	14.00	4.99	4.99	5.00	4.07	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	24.120	0.000	10.720	-18.760	-171.520	-171.520	-171.520	-171.520	0.00	0
11.090	107	1675	46.5	100	1.015	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.374	0	0	3.3	1.000	20.0	2.30	0	0	13.76	4.99	4.98	5.00	4.03	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	2.680	2.680	10.720	-1.340	-171.520	-171.520	-171.520	-171.520	0.00	0
11.138	107	1679	46.5	100	1.015	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.366	0	0	3.3	1.000	20.0	2.30	0	0	13.88	4.99	4.99	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	2.686	-5.373	36.266	-1.343	-171.930	-171.930	-171.930	-171.930	0.00	0
11.185	107	1675	46.5	100	1.015	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.351	0	0	3.3	1.000	20.0	2.30	0	0	14.12	4.99	4.99	4.99	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-30.820	-5.360	6.700	-21.440	-171.520	-171.520	-171.520	-171.520	4.00	0
11.233	107	1673	47.0	100	1.015	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.374	0	0	3.3	1.000	20.0	2.30	0	0	13.88	4.98	4.99	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	2.677	-2.677	6.692	22.753	-171.315	-171.315	-171.315	-171.315	0.00	0
11.280	107	1680	46.8	100	1.019	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.358	0	0	3.3	1.000	20.5	2.30	0	0	14.00	4.98	4.99	5.00	4.03	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	2.688	14.784	30.912	22.848	-172.032	-172.032	-172.032	-172.032	0.00	0
11.330	107	1682	47.0	100	1.019	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.366	0	0	3.3	1.000	20.5	2.30	0	0	14.00	4.98	4.99	5.00	4.04	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	-12.110	14.802	-5.382	-14.802	-172.237	-172.237	-172.237	-172.237	0.00	0
11.371	107	1677	47.3	100	1.019	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.374	0	0	3.3	1.000	20.0	2.30	0	0	13.88	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-22.807	-21.466	-5.366	-14.758	-171.725	-171.725	-171.725	-171.725	4.00	0
11.415	107	1676	47.3	100	1.019	11.0	80.0	65	100	0.00	100	100	101	0.0	81	2.366	0	0	3.3	1.000	20.0	2.30	0	0	14.00	4.99	4.99	5.00	4.03	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-22.794	13.408	18.771	-14.749	-171.622	-171.622	-171.622	-171.622	0.00	0
11.463	107	1680	48.5	100	1.019	11.0	80.0	65	100	0.00	100	100	101	0.0	82	2.450	0	0	3.4	1.000	20.0	2.30	0	0	13.88	4.99	4.98	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	9.408	13.440	28.224	25.536	-172.032	-172.032	-172.032	-172.032	4.00	0
11.509	107	1687	49.0	100	1.019	11.0	80.0	65	100	0.00	100	100	101	0.0	82	2.462	0	0	3.5	1.000	20.0	2.30	0	0	14.00	4.99	4.99	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-31.041	-4.049	28.342	25.642	-172.749	-172.749	-172.749	-172.749	0.00	0
11.555	107	1682	49.8	100	1.019	11.0	80.0	65	100	0.00	100	100	101	0.0	82	2.474	0	0	3.5	1.000	20.0	2.30	0	0	14.00	4.99	4.98	5.00	4.04	0.02	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-30.949	-12.110	9.419	-28.258	-172.237	-172.237	-172.237	-172.237	0.00	0
11.601	107	1679	50.5	100	1.032	11.0	80.0	65	100	0.00	100	100	101	0.0	82	2.514	0	0	3.5	1.000	20.0	2.30	0	0	14.00	4.98	4.98	4.99	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-9.402	-12.089	9.402	6.716	-171.930	-171.930	-171.930	-171.930	4.00	0
11.646	108	1686	51.0	100	1.038	11.0	80.0	65	100	0.00	100	100	101	0.0	82	2.526	0	0	3.5	1.000	20.0	2.30	0	0	14.00	4.98	4.99	4.99	4.06	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-16.186	14.837	9.442	6.744	-172.646	-172.646	-172.646	-172.646	0.00	0
11.695	108	1690	51.0	100	1.043	11.0	80.0	65	100	0.00	100	100	101	0.0	83	2.574	0	0	3.6	1.000	20.0	2.30	0	0	13.76	4.99	4.98	5.00	4.03	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-16.224	-14.872	13.520	13.520	-173.056	-173.056	-173.056	-173.056	4.00	0
11.741	108	1688	52.3	100	1.049	11.0	80.0	65	100	0.00	100	100	101	0.0	83	2.590	0	0	3.6	1.000	20.0	2.30	0	0	14.00	4.99	4.99	5.00	4.04	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	-22.957	-14.854	13.504	-10.803	-172.851	-172.851	-172.851	-172.851	0.00	0
11.787	108	1686	53.0	100	1.053	11.0	80.0	65	100	0.00	100	100	101	0.0	83	2.630	0	0	3.7	1.000	20.0	2.30	0	0	14.00	4.99	4.99	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-5.395	4.046	6.744	-10.790	-172.646	-172.646	-172.646	-172.646	0.00	0
11.833	108	1690	53.8	100	1.053	11.0	80.0	65	100	0.00	100	100	101	0.0	83	2.642	0	0	3.7	1.000	20.0	2.30	0	0	14.00	4.99	4.98	5.00	4.02	0.00	4.99	1020	0.00	0	0	0	0	128	0.00	0	0	1	-5.408	10.816	33.800	17.576	-173.056	-173.056	-173.056	-173.056	0.00	0
11.880	108	1694	53.8	100	1.053	11.0	80.0	65	100	0.00	100	100	101	0.0	83	2.658	0	0	3.8	1.000	20.0	2.37	0	0	13.76	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-21.683	10.842	33.880	-5.421	-173.466	-173.466	-173.466	-173.466	0.00	0
11.927	108	1690	54.5	100	1.053	11.0	80.0	65	100	0.00	100	100	101	0.0	84	2.734	0	0	3.9	1.000	20.0	2.30	0	0	13.53	4.99	5.00	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-28.392	12.168	-39.208	-5.408	-173.056	-173.056	-173.056	-173.056	4.00	0
11.978	108	1689	55.0	100	1.047	11.0	80.0	65	100	0.00	100	100	101	0.0	84	2.734	0	0	3.8	1.000	20.0	2.30	0	0	13.88	4.99	4.99	5.00	4.06	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-28.375	12.161	54.048	8.107	-172.954	-172.954	-172.954	-172.954	0.00	0
12.030	108	1699	55.3	100	1.047	11.0	80.0	65	100	0.00	100	100	101	0.0	84	2.734	0	0	3.9	1.000	20.0	2.30	0	0	13.88	4.99	4.98	5.00	4.03	0.00	4.99	0	0.00	0	0	0	0	128	0.00	0	0	1	6.796	12.233	54.368	4.078	-173.978	-173.978	-173.978	-173.978	0.00	0
12.075	108	1700	55.8	100	1.047	11.0	80.0	65	100	0.00	100	100	101	0.0	84	2.742	0	0	3.9	1.000	20.0	2.30	0	0	13.88	4.99	4.98	5.00	4.02	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	-25.840	-28.560	9.520	4.080	-174.080	-174.080	-174.080	-174.080	0.00	0
12.116	108	1697	55.5	100	1.043	11.0	80.0	65	100	0.00	100	100	101	0.0	84	2.750	0	0	3.9	1.000	20.0	2.30	0	0	13.76	4.99	4.98	5.00	4.03	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-25.794	-8.146	24.437	-20.364	-173.773	-173.773	-173.773	-173.773	0.00	0
12.163	108	1698	56.3	100	1.043	11.0	80.0	65	100	0.00	100	100	101	0.0	85	2.786	0	0	3.9	1.000	20.0	2.30	0	0	14.00	4.99	4.99	5.00	4.04	0.00	5.00	1020	0.00	0	0	0	0	128	0.00	0	0	1	8.150	-8.150	24.451	28.526	-173.875	-173.875	-173.875	-173.875	0.00	0
12.207	108	1707	56.5	100	1.040	11.0	80.0	65	100	0.00	100	100	101	0.0	85	2.822	0	0	4.0	1.000	20.0	2.30	0	0	13.65	4.99	4.99	5.00	4.03	0.01	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-9.559	1.366	35.506	28.678	-174.797	-174.797	-174.797	-174.797	0.00	0
12.253	108	1707	56.3	100	1.038	11.0	80.0	65	100	0.00	100	100	101	0.0	85	2.802	0	0	4.0	1.000	20.0	2.30	0	0	13.76	4.99	4.98	5.00	4.04	0.00	5.00	0	0.00	0	0	0	0	128	0.00	0	0	1	-9.559	1.366	13.656	-25.946	-174.797	-174.797	-174.797	-174.797	0.00	0
12.300	108	1703	56.3	100	1.030	11.0	80.0	65	100	0.00	100	100	101	0.0	85	2.794	0	0	4.0	1.000	20.0	2.30	0	0	13.88	4.99	4.98	5.00	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-14.986	1.362	13.624	0.000	-174.387	-174.387	-174.387	-174.387	0.00	0
12.347	108	1707	56.5	100	1.023	11.0	80.0	65	100	0.00	100	100	101	0.0	85	2.830	0	0	4.0	1.000	20.0	2.30	0	0	13.65	4.99	4.98	5.00	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	4.097	15.022	36.871	0.000	-174.797	-174.797	-174.797	-174.797	0.00	0
12.395	108	1711	56.3	100	1.015	11.0	80.0	65	100	0.00	100	100	101	0.0	85	2.806	0	0	4.0	1.000	20.0	2.30	0	0	13.76	4.99	4.98	5.00	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	4.106	15.057	15.057	-12.319	-175.206	-175.206	-175.206	-175.206	0.00	0
12.445	108	1710	56.8	100	1.013	11.0	80.0	65	100	0.00	100	100	101	0.0	85	2.822	0	0	4.0	1.000	20.0	2.30	0	0	13.76	4.99	4.99	4.99	4.04	0.00	5.00	1020	0.00	4	0	0	0	128	0.00	0	0	1	-15.048	15.048	15.048	-4.104	-175.104	-175.104	-175.104	-175.104	0.00	0
12.491	108	1713	56.8	100	1.006	11.0	80.0	65	100	0.00	100	100	101	0.0	85	2.850	0	0	4.1	1.000	20.0	2.30	0	0	13.65	4.98	4.99	5.00	4.04	0.00	5.00	0	0.00	4	0	0	0	128	0.00	0	0	1	12.334	-16.445	30.149	-4.111	-175.411	-175.411	-175.411	-175.411	0.00	0
